k,date,weekday,month,publication_hour,s_r,recent_h_start,recent_h_end,recent_interval_start,recent_interval_end,n_valid_slots,valid,b_kW,e_slot_30_kW,e_slot_31_kW,e_slot_32_kW,e_slot_33_kW,e_slot_34_kW,e_slot_35_kW,e_slot_66_kW,e_slot_67_kW,e_slot_68_kW,e_slot_69_kW,e_slot_70_kW,e_slot_71_kW,e_slot_102_kW,e_slot_103_kW,e_slot_104_kW,e_slot_105_kW,e_slot_106_kW,e_slot_107_kW
324,2025-11-21,4,2025-11,12,72,66,71,2025-11-21 11:00:00,2025-11-21 12:00:00,6,True,-74.0537079780698,,,,,,,-215.80084966756522,-77.16549784192466,-18.74141051152492,-64.53349674102583,-2.88924199460007,-65.1917511117781,,,,,,
325,2025-11-22,5,2025-11,12,72,66,71,2025-11-22 11:00:00,2025-11-22 12:00:00,6,True,90.72942723291469,,,,,,,126.89507839558883,97.66206476378238,102.94546049546125,60.589489913752914,89.97903048326953,66.3054393456332,,,,,,
326,2025-11-23,6,2025-11,12,72,66,71,2025-11-23 11:00:00,2025-11-23 12:00:00,6,True,-25.987008113844848,,,,,,,-37.11756090865765,-69.72277890048917,-31.350995773114846,-156.8509541528856,63.23470422688479,75.88553682519341,,,,,,
327,2025-11-24,0,2025-11,12,72,66,71,2025-11-24 11:00:00,2025-11-24 12:00:00,6,True,-13.655608665551275,,,,,,,-102.91743697902984,67.14540253461928,8.776923825648737,24.92154882112027,-46.09099074576625,-33.76909944989984,,,,,,
328,2025-11-25,1,2025-11,12,72,66,71,2025-11-25 11:00:00,2025-11-25 12:00:00,6,True,61.11582673598999,,,,,,,4.124918932885521,62.14379318250485,138.33827900383494,169.9948490745146,-18.599626580142285,10.692746802342299,,,,,,
329,2025-11-26,2,2025-11,12,72,66,71,2025-11-26 11:00:00,2025-11-26 12:00:00,6,True,-42.00684811569878,,,,,,,-189.83926080457786,114.75853777040084,140.66800242512545,-203.1765205040374,-178.3924879061833,63.940640325079585,,,,,,
330,2025-11-27,3,2025-11,12,72,66,71,2025-11-27 11:00:00,2025-11-27 12:00:00,6,True,14.231872374411068,,,,,,,100.27416705293672,-62.73271860386012,-92.41701807175923,98.7763302474541,87.37527940371001,-45.884805782015064,,,,,,
331,2025-11-28,4,2025-11,12,72,66,71,2025-11-28 11:00:00,2025-11-28 12:00:00,6,True,-10.675731497390643,,,,,,,120.22014692339462,112.64631169706536,-64.27031047032233,-197.8212473037811,-117.29847113298229,82.46918130228187,,,,,,
332,2025-11-29,5,2025-11,12,72,66,71,2025-11-29 11:00:00,2025-11-29 12:00:00,6,True,-80.26973317114751,,,,,,,86.25403102946984,-107.05003099540863,-175.27408598290958,-128.9936193437693,-135.15673526776254,-21.39795846650486,,,,,,
333,2025-11-30,6,2025-11,12,72,66,71,2025-11-30 11:00:00,2025-11-30 12:00:00,6,True,46.05239675218854,,,,,,,-50.12390764982047,120.62089002287757,41.92154963228859,-109.33686244622368,138.10700369096503,135.1257072630442,,,,,,
334,2025-12-01,0,2025-12,12,72,66,71,2025-12-01 11:00:00,2025-12-01 12:00:00,6,True,514.4993427430674,,,,,,,607.5357097072356,603.3461007098131,517.2655236273367,433.87172574069973,453.4958821243263,471.481114548993,,,,,,
335,2025-12-02,1,2025-12,12,72,66,71,2025-12-02 11:00:00,2025-12-02 12:00:00,6,True,451.61107598949076,,,,,,,520.7572963765151,608.9071303515302,481.58680745772017,321.50337535892686,418.94878579472334,357.96306059752897,,,,,,
336,2025-12-03,2,2025-12,12,72,66,71,2025-12-03 11:00:00,2025-12-03 12:00:00,6,True,445.21041487730037,,,,,,,378.83737625406866,461.67647998552275,514.5513216991667,487.3477263132254,389.31774543246684,439.531839579352,,,,,,
337,2025-12-04,3,2025-12,12,72,66,71,2025-12-04 11:00:00,2025-12-04 12:00:00,6,True,223.62562054465374,,,,,,,67.36508528847389,266.7600439011276,363.6740514226676,274.7593979107496,219.42343867435193,149.77170607055177,,,,,,
338,2025-12-05,4,2025-12,12,72,66,71,2025-12-05 11:00:00,2025-12-05 12:00:00,6,True,109.90347490026836,,,,,,,61.453547909582994,36.63074790958217,20.578937907016098,127.43144371453627,222.41822405131006,190.90794790958262,,,,,,
339,2025-12-06,5,2025-12,12,72,66,71,2025-12-06 11:00:00,2025-12-06 12:00:00,6,True,154.92348680521545,,,,,,,135.40025506809616,114.81727696062444,221.27119845489597,298.7886480507759,80.79543579727215,78.46810649962799,,,,,,
340,2025-12-07,6,2025-12,12,72,66,71,2025-12-07 11:00:00,2025-12-07 12:00:00,6,True,156.77520593214376,,,,,,,224.17205139425187,187.6199345414725,85.74154275679484,22.86134918373591,189.32039464502577,230.93596307158168,,,,,,
341,2025-12-08,0,2025-12,12,72,66,71,2025-12-08 11:00:00,2025-12-08 12:00:00,6,True,-297.694990319165,,,,,,,-353.1419756125879,-351.84874263898473,-210.49387447158642,-196.95008446277097,-323.81558026628954,-349.9196844627704,,,,,,
342,2025-12-09,1,2025-12,12,72,66,71,2025-12-09 11:00:00,2025-12-09 12:00:00,6,True,131.78033282329366,,,,,,,150.4389909108795,-90.72465289958382,3.2780709301905517,312.1976389976662,238.64335630750247,176.8485926931071,,,,,,
343,2025-12-10,2,2025-12,12,72,66,71,2025-12-10 11:00:00,2025-12-10 12:00:00,6,True,165.26461174180562,,,,,,,269.78902031907546,270.1041811143423,253.975911083754,171.65372879584174,48.49643932525578,-22.43161018743558,,,,,,
344,2025-12-11,3,2025-12,12,72,66,71,2025-12-11 11:00:00,2025-12-11 12:00:00,6,True,59.35670734187761,,,,,,,129.05659358628964,-80.13245963387271,-93.43117790380984,95.59353097403891,107.88982851430956,197.1639285143101,,,,,,
345,2025-12-12,4,2025-12,12,72,66,71,2025-12-12 11:00:00,2025-12-12 12:00:00,6,True,146.80795019043413,,,,,,,205.80614987265108,178.12627534932608,179.3869753493259,138.3930753493255,59.37327534932547,119.7619498726508,,,,,,
346,2025-12-13,5,2025-12,12,72,66,71,2025-12-13 11:00:00,2025-12-13 12:00:00,6,True,64.40527971514605,,,,,,,-128.589032900657,206.98257478819505,159.70016155317035,-185.86104449932645,175.07070411121367,159.12831523828072,,,,,,
347,2025-12-14,6,2025-12,12,72,66,71,2025-12-14 11:00:00,2025-12-14 12:00:00,6,True,78.63276820364156,,,,,,,388.7303919631695,158.19733486370387,-99.5255114120855,-72.66087592034546,-8.10686513629662,105.16213486370361,,,,,,
348,2025-12-15,0,2025-12,12,72,66,71,2025-12-15 11:00:00,2025-12-15 12:00:00,6,True,98.7331595859511,,,,,,,-109.91276023414412,208.41103706054855,370.888436752517,236.0957449617954,-7.402239591114267,-105.681261433896,,,,,,
349,2025-12-16,1,2025-12,12,72,66,71,2025-12-16 11:00:00,2025-12-16 12:00:00,6,True,283.3450526775464,,,,,,,178.0374739983963,88.44850225346636,246.8908064233401,392.65357815436437,405.1315842170816,388.9083710186296,,,,,,
350,2025-12-17,2,2025-12,12,72,66,71,2025-12-17 11:00:00,2025-12-17 12:00:00,6,True,18.72768301078395,,,,,,,80.35914587939169,-85.83542590971047,-67.48188011136335,101.32547289813647,91.78304312682485,-7.784257818575497,,,,,,
351,2025-12-18,3,2025-12,12,72,66,71,2025-12-18 11:00:00,2025-12-18 12:00:00,6,True,176.76856299285933,,,,,,,382.0143524898431,153.88253545142834,-132.61721078689607,-22.592869749399142,347.0666403873229,332.85793016485695,,,,,,
352,2025-12-19,4,2025-12,12,72,66,71,2025-12-19 11:00:00,2025-12-19 12:00:00,6,True,16.131674614979982,,,,,,,-34.97846269882666,305.30154181839134,221.60244427099678,-166.30435572900296,-188.38066269882574,-40.45045727285287,,,,,,
353,2025-12-20,5,2025-12,12,72,66,71,2025-12-20 11:00:00,2025-12-20 12:00:00,6,True,43.405996109120224,,,,,,,17.407369411123454,-98.90645271600533,5.7711146754936635,151.53089957124985,97.37927320772087,87.25377250513884,,,,,,
354,2025-12-21,6,2025-12,12,72,66,71,2025-12-21 11:00:00,2025-12-21 12:00:00,6,True,203.04549171812187,,,,,,,186.90431314176294,289.43310311002006,391.89369818101113,349.48453535932913,112.9426768796593,-112.38537636305136,,,,,,
355,2025-12-22,0,2025-12,12,72,66,71,2025-12-22 11:00:00,2025-12-22 12:00:00,6,True,-19.21272390270057,,,,,,,218.08256601341327,-46.928605497597346,-272.68714711340544,-120.18836416866725,24.383637819511932,82.06156953054142,,,,,,
356,2025-12-23,1,2025-12,12,72,66,71,2025-12-23 11:00:00,2025-12-23 12:00:00,6,True,-108.14583234642198,,,,,,,16.836594184902424,8.375608325924986,23.572604882720043,-81.15436857272834,-350.7381821628069,-265.76725073654416,,,,,,
357,2025-12-24,2,2025-12,12,72,66,71,2025-12-24 11:00:00,2025-12-24 12:00:00,6,True,-0.3948122169655714,,,,,,,48.038881229124854,236.5457158124218,53.84377839658646,-306.0768682800972,-114.88646112877541,80.16608066894605,,,,,,
358,2025-12-25,3,2025-12,12,72,66,71,2025-12-25 11:00:00,2025-12-25 12:00:00,6,True,-81.11614715643479,,,,,,,-178.91140127044946,-52.00196193084048,-6.064576406317428,-24.605676769061574,-124.24050270258249,-100.87276385935729,,,,,,
359,2025-12-26,4,2025-12,12,72,66,71,2025-12-26 11:00:00,2025-12-26 12:00:00,6,True,67.31307977320353,,,,,,,20.59456227841747,-350.95986897366083,-187.3900683669981,318.69026709588434,442.74154328005534,160.20204332552294,,,,,,
360,2025-12-27,5,2025-12,12,72,66,71,2025-12-27 11:00:00,2025-12-27 12:00:00,6,True,-77.36926412289108,,,,,,,156.157878199499,38.25758891559826,-41.02857648057761,-100.57127603747767,-233.08380180138056,-283.9473975330079,,,,,,
361,2025-12-28,6,2025-12,12,72,66,71,2025-12-28 11:00:00,2025-12-28 12:00:00,6,True,-13.264995598804944,,,,,,,-320.66665085807745,-252.61313347014948,-42.397757086584534,142.33274291341604,244.614937950515,149.13988695805074,,,,,,
362,2025-12-29,0,2025-12,12,72,66,71,2025-12-29 11:00:00,2025-12-29 12:00:00,6,True,-247.97118663727483,,,,,,,-78.33441945118648,-325.6252144063146,-449.0699082790725,-281.8528798811576,-159.51884938137846,-193.42584842453925,,,,,,
363,2025-12-30,1,2025-12,12,72,66,71,2025-12-30 11:00:00,2025-12-30 12:00:00,6,True,31.33248011456241,,,,,,,-157.58407599403927,18.579800920436355,177.2097476043209,164.65998968564782,74.25806572731926,-89.12864725631061,,,,,,
364,2025-12-31,2,2025-12,12,72,66,71,2025-12-31 11:00:00,2025-12-31 12:00:00,6,True,-117.62241368144107,,,,,,,-78.02020650528902,-341.3278901834028,-242.40109676531665,133.9082744524876,-4.520594479377905,-173.37296860774768,,,,,,
31,2025-02-01,5,2025-02,18,108,102,107,2025-02-01 17:00:00,2025-02-01 18:00:00,6,True,-138.66502426063667,,,,,,,,,,,,,-125.50171302104536,-127.68631494736746,-193.95557159317923,-213.4567325525568,-88.2842785987541,-83.10553485091714
32,2025-02-02,6,2025-02,18,108,102,107,2025-02-02 17:00:00,2025-02-02 18:00:00,6,True,-165.34006444795023,,,,,,,,,,,,,-170.62813998412457,-207.53022725631854,-158.76096615315873,-114.52193236999392,-116.57925477094705,-224.01986615315855
33,2025-02-03,0,2025-02,18,108,102,107,2025-02-03 17:00:00,2025-02-03 18:00:00,6,True,-62.17768332691018,,,,,,,,,,,,,-98.95139357480548,-39.320623308054564,47.77615981694089,-7.589275944177643,-174.74797476111053,-100.23299219025375
34,2025-02-04,1,2025-02,18,108,102,107,2025-02-04 17:00:00,2025-02-04 18:00:00,6,True,-6.401220666306472,,,,,,,,,,,,,160.41674180085374,116.58584773019084,-8.52595226981066,-115.2568385157465,-191.3623613716627,-0.2647613716635533
35,2025-02-05,2,2025-02,18,108,102,107,2025-02-05 17:00:00,2025-02-05 18:00:00,6,True,31.32498945289414,,,,,,,,,,,,,10.32452990440106,-54.7219675229062,-48.37843203268858,109.16565237302439,152.18135518783038,19.378798807703788
36,2025-02-06,3,2025-02,18,108,102,107,2025-02-06 17:00:00,2025-02-06 18:00:00,6,True,74.16245259075338,,,,,,,,,,,,,-11.420932320124848,125.01773671285537,156.53738990131114,56.23591288735952,9.49985386089702,109.10475450222202
37,2025-02-07,4,2025-02,18,108,102,107,2025-02-07 17:00:00,2025-02-07 18:00:00,6,True,-162.25569607292587,,,,,,,,,,,,,-28.906660366514643,-181.27355863735056,-214.65694968074013,-167.62408404196367,-233.4609001728054,-147.6120235381809
38,2025-02-08,5,2025-02,18,108,102,107,2025-02-08 17:00:00,2025-02-08 18:00:00,6,True,22.658333163278183,,,,,,,,,,,,,151.2106305950033,-152.92995296918025,-133.4066802254365,131.20223038154154,101.52929222976672,38.34447896797428
39,2025-02-09,6,2025-02,18,108,102,107,2025-02-09 17:00:00,2025-02-09 18:00:00,6,True,-123.09564617389985,,,,,,,,,,,,,-215.05791990132457,-14.72335910140373,2.067670239060135,-190.1858534840394,-196.18052565571725,-124.49388913997427
40,2025-02-10,0,2025-02,18,108,102,107,2025-02-10 17:00:00,2025-02-10 18:00:00,6,True,-83.81324825526902,,,,,,,,,,,,,-85.00185312538633,-154.77072359746126,-77.72949637452894,12.477841160012758,-103.18277401172418,-94.67248358252618
41,2025-02-11,1,2025-02,18,108,102,107,2025-02-11 17:00:00,2025-02-11 18:00:00,6,True,-102.48524317379997,,,,,,,,,,,,,-108.94582401765638,-56.69669968753624,-2.7193689813930177,-58.41741110816474,-166.5880299294422,-221.54412531860726
42,2025-02-12,2,2025-02,18,108,102,107,2025-02-12 17:00:00,2025-02-12 18:00:00,6,True,-7.030406110473753,,,,,,,,,,,,,-12.24883509058327,8.299404225902435,14.65894089088215,26.497677020900483,-29.625741417112295,-49.76388229283202
43,2025-02-13,3,2025-02,18,108,102,107,2025-02-13 17:00:00,2025-02-13 18:00:00,6,True,-116.54137008360401,,,,,,,,,,,,,-55.56478652244914,-73.98376174134773,-190.0708658815165,-225.89637083470916,-112.3159615210725,-41.41647400052898
44,2025-02-14,4,2025-02,18,108,102,107,2025-02-14 17:00:00,2025-02-14 18:00:00,6,True,103.59218754371538,,,,,,,,,,,,,4.300171929046883,172.32602415325482,145.30721557097377,-2.9658579005767933,119.51152807463131,183.07404343496228
45,2025-02-15,5,2025-02,18,108,102,107,2025-02-15 17:00:00,2025-02-15 18:00:00,6,True,72.06200525672891,,,,,,,,,,,,,127.29064994787541,35.41352742340223,28.295458761725513,119.73285386865246,112.55489313480939,9.084648403908432
46,2025-02-16,6,2025-02,18,108,102,107,2025-02-16 17:00:00,2025-02-16 18:00:00,6,True,114.73988621982865,,,,,,,,,,,,,274.58585063336795,103.84195236466167,-90.74589943950468,-42.06414936663259,202.73720069853334,240.08436242854623
47,2025-02-17,0,2025-02,18,108,102,107,2025-02-17 17:00:00,2025-02-17 18:00:00,6,True,6.305887200195532,,,,,,,,,,,,,78.44188534818204,98.06100854257875,58.80744723895714,-49.94137590218543,-28.992062401906878,-118.54157962445242
48,2025-02-18,1,2025-02,18,108,102,107,2025-02-18 17:00:00,2025-02-18 18:00:00,6,True,50.70185143567763,,,,,,,,,,,,,116.4213995032087,-27.399922998237344,-23.949358052599564,111.44838382742273,91.70279863475298,35.98780769951827
49,2025-02-19,2,2025-02,18,108,102,107,2025-02-19 17:00:00,2025-02-19 18:00:00,6,True,-38.06883589291086,,,,,,,,,,,,,-15.379415608138515,-109.25179695963652,-19.205904482858386,73.58044189514021,-42.40401378941715,-115.7523264125548
50,2025-02-20,3,2025-02,18,108,102,107,2025-02-20 17:00:00,2025-02-20 18:00:00,6,True,63.247583489963894,,,,,,,,,,,,,5.559409120893179,194.8693180925493,161.82482497805813,-53.33675416870119,0.2462477064700579,70.32245521051391
51,2025-02-21,4,2025-02,18,108,102,107,2025-02-21 17:00:00,2025-02-21 18:00:00,6,True,26.191893188990207,,,,,,,,,,,,,51.827454686700094,-63.739662252271955,-156.35704310282063,-93.24532957800602,176.98287027807874,241.68306910226102
52,2025-02-22,5,2025-02,18,108,102,107,2025-02-22 17:00:00,2025-02-22 18:00:00,6,True,155.80937176224015,,,,,,,,,,,,,-45.68679660368207,157.952060135362,229.54651741830958,127.56032125822276,182.21250342555868,283.2716249396699
53,2025-02-23,6,2025-02,18,108,102,107,2025-02-23 17:00:00,2025-02-23 18:00:00,6,True,29.972834996634447,,,,,,,,,,,,,93.58739344568585,40.57806052418255,72.67745446052413,97.0299647660222,-61.31086089773726,-62.72500231887079
54,2025-02-24,0,2025-02,18,108,102,107,2025-02-24 17:00:00,2025-02-24 18:00:00,6,True,145.25608140627764,,,,,,,,,,,,,82.21887764851544,110.96430099930512,167.58916836571916,240.85413236145814,179.6725382367831,90.23747082588488
55,2025-02-25,1,2025-02,18,108,102,107,2025-02-25 17:00:00,2025-02-25 18:00:00,6,True,-49.776112784829216,,,,,,,,,,,,,1.5657433004944323,-49.078803623528074,-127.37641420799628,-122.90726264944988,-52.49135293526979,51.6314134067743
56,2025-02-26,2,2025-02,18,108,102,107,2025-02-26 17:00:00,2025-02-26 18:00:00,6,True,89.89195147533671,,,,,,,,,,,,,116.74629472872857,194.36449050022566,73.11916316468523,-95.3482921681125,73.29913164451136,177.1709209819819
57,2025-02-27,3,2025-02,18,108,102,107,2025-02-27 17:00:00,2025-02-27 18:00:00,6,True,-25.861257833236625,,,,,,,,,,,,,-209.4339264251039,-176.74055543648956,-69.92543482097153,92.88440344087394,142.6098216160517,65.43814462621958
58,2025-02-28,4,2025-02,18,108,102,107,2025-02-28 17:00:00,2025-02-28 18:00:00,6,True,-32.4046571433455,,,,,,,,,,,,,-2.2380153214508027,-108.49466896748709,7.460839287219187,114.18848260560935,-86.75738900973329,-118.58719145423038
59,2025-03-01,5,2025-03,18,108,102,107,2025-03-01 17:00:00,2025-03-01 18:00:00,6,True,76.79602273851606,,,,,,,,,,,,,122.52821764509827,314.0319954016477,153.83704583434837,-57.58314026412154,34.99551739159415,-107.0334995774706
60,2025-03-02,6,2025-03,18,108,102,107,2025-03-02 17:00:00,2025-03-02 18:00:00,6,True,232.34080948908755,,,,,,,,,,,,,-38.23845933969096,177.26317406562794,295.9697355509097,231.45825124070325,310.34581719986727,417.24633821710813
61,2025-03-03,0,2025-03,18,108,102,107,2025-03-03 17:00:00,2025-03-03 18:00:00,6,True,84.37406364937867,,,,,,,,,,,,,39.59308494914876,144.53540038045412,111.2406577955071,-26.659771775497575,104.09105575586909,133.44395479079049
62,2025-03-04,1,2025-03,18,108,102,107,2025-03-04 17:00:00,2025-03-04 18:00:00,6,True,42.869487888000094,,,,,,,,,,,,,-35.06756071976906,82.68235329988147,190.72661649881593,118.89003746330945,11.707219852626622,-111.72173906686385
63,2025-03-05,2,2025-03,18,108,102,107,2025-03-05 17:00:00,2025-03-05 18:00:00,6,True,76.96509429243588,,,,,,,,,,,,,-71.82655167293069,174.11431928630736,146.5084620304242,-55.71090816044489,187.91246539042186,80.79277888083743
64,2025-03-06,3,2025-03,18,108,102,107,2025-03-06 17:00:00,2025-03-06 18:00:00,6,True,98.03113719402442,,,,,,,,,,,,,139.8745468395755,-176.45028824154997,-125.4575224198934,242.95401873259925,271.32159731408865,235.9444709393265
65,2025-03-07,4,2025-03,18,108,102,107,2025-03-07 17:00:00,2025-03-07 18:00:00,6,True,59.616754958436026,,,,,,,,,,,,,100.68671593646741,215.43412184056388,61.340094829421105,-126.96421365942797,29.12578509410514,78.07802570948661
66,2025-03-08,5,2025-03,18,108,102,107,2025-03-08 17:00:00,2025-03-08 18:00:00,6,True,-14.215385246770817,,,,,,,,,,,,,-13.278527590449812,-71.97581010732438,-1.4902658914479616,-1.8833524958567978,-10.406842985808908,13.742487590262954
67,2025-03-09,6,2025-03,18,108,102,107,2025-03-09 17:00:00,2025-03-09 18:00:00,6,True,24.954408476156306,,,,,,,,,,,,,250.80142972761405,190.61724436598888,23.15010139734477,-75.9943059366824,-120.86766991693457,-117.98034878039289
68,2025-03-10,0,2025-03,18,108,102,107,2025-03-10 17:00:00,2025-03-10 18:00:00,6,True,116.35038575415183,,,,,,,,,,,,,239.70560773724355,188.31818826723156,105.83471872034261,103.98701182711466,5.58010561789888,54.67668235507972
69,2025-03-11,1,2025-03,18,108,102,107,2025-03-11 17:00:00,2025-03-11 18:00:00,6,True,46.246143581725995,,,,,,,,,,,,,94.45486440556397,45.659608144515005,-49.55803792728784,-27.35502783145057,109.52750564757116,104.74794905144427
70,2025-03-12,2,2025-03,18,108,102,107,2025-03-12 17:00:00,2025-03-12 18:00:00,6,True,33.135636128961174,,,,,,,,,,,,,39.99906946203919,-83.83353464613356,-24.177646311694843,108.40558695553318,62.33690004253731,96.08344127148575
71,2025-03-13,3,2025-03,18,108,102,107,2025-03-13 17:00:00,2025-03-13 18:00:00,6,True,107.38454225786427,,,,,,,,,,,,,136.0519893023884,356.4108044857294,211.43690081241948,-151.32463417448344,-16.485440806516635,108.21763392764842
72,2025-03-14,4,2025-03,18,108,102,107,2025-03-14 17:00:00,2025-03-14 18:00:00,6,True,84.65423756306814,,,,,,,,,,,,,-47.694772388232195,-15.22825545951082,131.08727890825867,304.38118046879526,127.80464354197284,7.575350307125063
73,2025-03-15,5,2025-03,18,108,102,107,2025-03-15 17:00:00,2025-03-15 18:00:00,6,True,-5.370968908957138,,,,,,,,,,,,,56.50425091391753,1.38764198293984,29.193164388439072,88.87209755518325,-73.13454869908946,-135.04841959513305
74,2025-03-16,6,2025-03,18,108,102,107,2025-03-16 17:00:00,2025-03-16 18:00:00,6,True,12.443789845792708,,,,,,,,,,,,,38.41393977804,-155.99903879896283,-134.9713224084644,124.41115137298675,104.70399974175143,98.10400938940529
75,2025-03-17,0,2025-03,18,108,102,107,2025-03-17 17:00:00,2025-03-17 18:00:00,6,True,-9.354378081474655,,,,,,,,,,,,,-151.17823001288525,-33.34594058662606,24.41953240399107,-53.51913584127033,91.02139363261176,66.47611191533088
76,2025-03-18,1,2025-03,18,108,102,107,2025-03-18 17:00:00,2025-03-18 18:00:00,6,True,41.4918529144746,,,,,,,,,,,,,-53.36322257005031,39.172400133381416,100.81383599492801,33.656663541247326,97.7586618387486,30.91277854859254
77,2025-03-19,2,2025-03,18,108,102,107,2025-03-19 17:00:00,2025-03-19 18:00:00,6,True,80.93652104926211,,,,,,,,,,,,,37.21200308119387,46.7352993633649,45.11890787859738,52.26073064121283,152.16095927078914,152.13122606041452
